0	0.0029325	0.003084419009311154
5	0.005735	0.007070368404475116
10	0.011949999999999999	0.015999868163519348
15	0.0269725	0.03351173698310787
20	0.064765	0.059301751792211
25	0.15305	0.07857999059477547
30	0.31239999999999996	0.07729506978132566
35	0.53345	0.07427426003081415
40	0.8073499999999999	0.07751989865511945
45	1.1379500000000002	0.08018107437232311
50	1.5247499999999998	0.07154014388788996
55	1.957	0.0523563510951635
60	2.406	0.01752609661333658
65	2.82425	0.03478875985860974
70	3.15675	0.061554282446471514
75	3.3770000000000002	0.06379024464994651
80	3.49625	0.04385282559311332
85	3.5512500000000005	0.022080994372990017
90	3.5737500000000004	0.008501378564679857
95	3.5825000000000005	0.006325172922537254
100	3.58575	0.010158124826955045
105	3.58725	0.012135626786450325
110	3.588	0.009214458746991424
115	3.5882499999999995	0.01060807475463925
120	3.58725	0.011366411592934325
125	3.58725	0.010656570742973904
130	3.5857499999999995	0.01017848527532469
135	3.5825000000000005	0.006898822363273479
140	3.575	0.007218141208095154
145	3.55475	0.02198063778647021
150	3.5055	0.04491754598706384
155	3.3954999999999997	0.06575065351386278
160	3.187	0.06909509977198096
165	2.8612500000000005	0.04260309187723347
170	2.4465000000000003	0.016584537225982434
175	1.9949999999999999	0.045055781399283415
180	1.55825	0.06452222243150033
185	1.1634499999999999	0.07897045531399703
190	0.8285500000000001	0.07745208196039656
195	0.54985	0.07430584968140132
200	0.32402499999999995	0.07678314787031723
205	0.15772499999999998	0.07971359915738972
210	0.0653975	0.061422238948934456
215	0.026350000000000005	0.03466601924976389
220	0.011345	0.016397981487823433
