0	0.004342500000000001	0.004083384778587489
5	0.008174999999999998	0.009359716709121063
10	0.016565000000000003	0.02109515717528552
15	0.03661749999999999	0.04420958571113283
20	0.08687999999999999	0.07822217786136487
25	0.20375000000000001	0.10362253804373352
30	0.4144	0.1031472570678687
35	0.7066749999999999	0.0991934579968609
40	1.0696499999999998	0.10258865830344009
45	1.50925	0.10217773271363957
50	2.01925	0.09840572899989133
55	2.592	0.0706955952482189
60	3.186	0.019587743297786783
65	3.7385000000000006	0.04580290656716052
70	4.179	0.08230151312400011
75	4.4704999999999995	0.08300964740619035
80	4.6295	0.05779374695847281
85	4.7015	0.028245159983614907
90	4.73025	0.010280062621404825
95	4.742999999999999	0.009707841546914522
100	4.74775	0.011850962513652596
105	4.749	0.014553511174283962
110	4.74925	0.015387698008474202
115	4.75	0.015537002204415305
120	4.749499999999999	0.017303133747965667
125	4.749	0.01475529565952506
130	4.747249999999999	0.011411685348798922
135	4.743	0.008385720750180247
140	4.732	0.009861145344228585
145	4.7045	0.026661799686067675
150	4.64025	0.05777387223044677
155	4.4945	0.08706306083810732
160	4.218249999999999	0.09113824492220607
165	3.7875	0.05771515453067755
170	3.2399999999999998	0.017525873730002823
175	2.6422499999999998	0.06173007016438547
180	2.0607499999999996	0.09393498416458064
185	1.54225	0.10072789769969386
190	1.0980750000000001	0.10170106317045076
195	0.7284750000000001	0.09798219704364661
200	0.429925	0.10176855980913264
205	0.2101	0.1053479751080912
210	0.087865	0.08122977604071675
215	0.0359725	0.04597061340546806
220	0.015907499999999998	0.021796617785220716
