0	0.0003825	0.0009773049677557154
5	0.0011675000000000001	0.0023537802042671698
10	0.00309	0.005478790069440515
15	0.008029999999999999	0.011575477851907453
20	0.020915	0.020514111758738178
25	0.0513975	0.027088758046466443
30	0.10653000000000001	0.026731030949535037
35	0.18297500000000003	0.025657453534499476
40	0.27795000000000003	0.026305346414749985
45	0.39225000000000004	0.027123352484528913
50	0.5253750000000001	0.025592480890390415
55	0.674525	0.018332101284359033
60	0.8293250000000001	0.0059443973096521404
65	0.9738	0.011569437108174227
70	1.089075	0.021233927745473783
75	1.1657	0.022086937598952052
80	1.207125	0.015688371489737316
85	1.2262	0.00818707059942692
90	1.233925	0.003701351104664371
95	1.2368999999999999	0.002690260210463046
100	1.2380750000000003	0.0036159369463527775
105	1.238475	0.003960153090475036
110	1.2387000000000001	0.0040989709074351075
115	1.23875	0.004293891009329374
120	1.2388249999999998	0.003927666291832786
125	1.2386000000000001	0.0037608177302282646
130	1.238375	0.0036657195746536563
135	1.23725	0.0027698149757699204
140	1.2347	0.00363855225330072
145	1.2277	0.008006149979859302
150	1.21065	0.015206752200913961
155	1.172725	0.022985117467613666
160	1.1002500000000002	0.023430915741814284
165	0.9873999999999998	0.014266821212169102
170	0.84415	0.004562414382758315
175	0.68825	0.016402622217956502
180	0.536725	0.024875111494725047
185	0.400975	0.027612770200126608
190	0.28515	0.026625068955309753
195	0.188425	0.025457074777947276
200	0.11034250000000001	0.026331365861363896
205	0.052692499999999996	0.02745588876953357
210	0.02076	0.021248690033152634
215	0.0074449999999999985	0.012014153762333824
220	0.0025550000000000004	0.005632838982253975
